Year,Status,Life Expectancy,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-Five Deaths,Polio,Health Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Income Composition of Resources,Schooling,Thinness 5-19 Years
2006,Developing,59.4,288.0,41,1.7,129.026,84.0,420,Normal,62,84.0,4.64,84.0,2.9,922.935,22113425.0,0.51,8.7,15.8
2005,Developing,58.9,296.0,41,1.5,78.711,84.0,435,Normal,62,85.0,4.51,84.0,3.1,498.172,215429.0,0.499,8.1,16.2
2004,Developing,58.3,34.0,41,1.46,53.238,8.0,60,Normal,62,81.0,3.96,8.0,3.2,423.194,2986536.0,0.491,7.7,16.700000000000003
2003,Developing,57.9,38.0,41,1.53,31.094,8.0,1939,Normal,63,8.0,3.12,8.0,3.4,373.282,2446782.0,0.489,7.9,17.1
2002,Developing,57.6,31.0,42,1.6,3.336,8.0,12289,Underweight,63,8.0,3.7,78.0,3.5,39.484,19924522.0,0.484,7.6,17.6
2014,Developing,88.0,73.0,0,7.53,2163.043,96.0,1,Obese,0,99.0,8.8,99.0,0.1,21673.782,1892413.0,0.862,17.2,1.5
2013,Developing,86.0,74.0,0,7.46,2183.107,98.0,3,Obese,0,99.0,9.26,99.0,0.1,21874.82,1965211.0,0.86,17.1,1.5
2012,Developing,84.0,76.0,0,8.2,2528.993,98.0,3,Obese,0,99.0,9.24,99.0,0.1,22242.682,114511.0,0.858,16.8,1.5
2011,Developing,85.0,76.0,0,8.02,3192.887,95.0,40,Obese,0,99.0,9.77,99.0,0.1,25916.294,1114899.0,0.86,16.7,1.5
2010,Developing,83.0,76.0,0,9.0,3189.754,95.0,149,Obese,0,99.0,9.18,99.0,0.1,26917.759,11121341.0,0.859,16.4,1.5
2009,Developing,80.0,78.0,0,9.08,372.685,95.0,2,Obese,0,99.0,9.76,99.0,0.1,2971.973,111717.0,0.857,16.2,1.5
2008,Developing,79.9,77.0,0,9.51,3682.887,95.0,1,Obese,0,99.0,9.76,99.0,0.1,31997.282,1177841.0,0.853,15.9,1.5
2007,Developing,79.4,8.0,0,9.67,3632.243,95.0,2,Obese,0,99.0,9.41,99.0,0.1,28827.326,1148473.0,0.855,16.4,1.5
2006,Developing,79.7,77.0,0,9.42,318.581,94.0,0,Obese,1,98.0,9.34,98.0,0.1,2481.158,112362.0,0.85,16.3,1.5
2005,Developing,79.3,81.0,0,9.95,2785.139,93.0,122,Underweight,1,96.0,9.36,96.0,0.1,22551.736,1987314.0,0.839,15.6,1.5
2004,Developing,79.2,81.0,0,9.56,287.612,92.0,1,Obese,1,95.0,8.3,95.0,0.1,21955.149,1955141.0,0.83,15.3,1.6
2003,Developing,79.1,81.0,0,9.46,2124.922,92.0,0,Obese,1,93.0,8.61,94.0,0.1,18477.578,19287.0,0.823,15.2,1.6
2002,Developing,79.0,81.0,1,8.09,160.89,91.0,5,Obese,1,92.0,8.72,92.0,0.1,1411.313,19222.0,0.811,14.6,1.6
2001,Developing,78.7,83.0,1,8.62,1403.022,9.0,12,Obese,1,9.0,8.47,91.0,0.1,12538.179,1862132.0,0.801,14.2,1.7000000000000002
2000,Developing,78.2,84.0,1,8.48,122.182,89.0,56,Obese,1,89.0,7.6,89.0,0.1,1242.954,18588.0,0.794,13.9,1.7000000000000002
2014,Developing,71.7,187.0,10,1.88,657.528,73.0,0,Obese,13,65.0,6.2,73.0,0.4,3687.764,15923559.0,0.614,10.7,2.4
2013,Developing,71.4,189.0,11,1.93,582.147,85.0,0,Obese,13,84.0,6.3,85.0,0.4,3452.829,15596214.0,0.611,10.7,2.4
2012,Developing,71.3,189.0,11,2.02,484.719,96.0,0,Obese,13,94.0,6.33,96.0,0.4,3299.651,1527156.0,0.616,10.6,2.4
2011,Developing,71.1,193.0,11,2.16,457.775,88.0,0,Obese,14,88.0,6.28,88.0,0.4,3187.845,14948919.0,0.609,10.5,2.4
2010,Developing,77.0,196.0,12,2.14,443.325,94.0,0,Obese,14,94.0,6.64,94.0,0.4,2825.525,1463417.0,0.602,10.5,2.6
2009,Developing,76.0,198.0,12,2.14,445.442,92.0,0,Obese,15,92.0,6.79,92.0,0.4,2635.753,1431628.0,0.596,10.4,2.6
2008,Developing,79.0,19.0,13,2.21,472.223,95.0,0,Obese,15,96.0,6.65,95.0,0.4,2794.222,146366.0,0.589,10.4,2.6
2007,Developing,75.0,192.0,13,2.4,380.963,85.0,0,Obese,16,85.0,6.86,85.0,0.4,2489.956,137286.0,0.578,10.1,2.6
2006,Developing,69.7,24.0,14,2.38,352.024,89.0,0,Obese,17,9.0,7.7,89.0,0.4,2256.567,133978.0,0.57,9.8,2.8
2005,Developing,69.2,28.0,14,2.35,41.508,87.0,0,Obese,18,87.0,6.79,87.0,0.4,277.834,139628.0,0.567,9.6,2.8
2014,Developing,58.1,299.0,27,0.01,50.58,51.0,175,Normal,41,42.0,5.64,51.0,0.5,561.997,118559.0,0.412,8.6,14.9
2013,Developing,58.8,284.0,27,0.01,5.141,63.0,53,Normal,41,63.0,5.49,63.0,1.0,54.169,11536615.0,0.406,8.5,15.3
2012,Developing,58.4,288.0,28,0.01,4.345,62.0,6,Normal,42,63.0,5.39,62.0,1.9,52.349,11281469.0,0.396,8.5,15.6
2011,Developing,58.1,29.0,28,0.22,42.255,63.0,11,Normal,43,63.0,4.73,63.0,2.0,459.291,113517.0,0.385,8.4,16.0
2010,Developing,57.8,291.0,29,0.2,29.747,64.0,45,Underweight,44,62.0,4.55,64.0,2.2,438.751,179417.0,0.38,8.3,16.4
2009,Developing,57.3,297.0,29,0.18,24.848,57.0,264,Underweight,46,6.0,3.85,57.0,2.3,436.69,1556524.0,0.376,8.1,16.8
2008,Developing,56.8,33.0,30,0.21,19.685,57.0,89,Normal,47,59.0,3.21,6.0,2.3,437.447,1323142.0,0.371,7.9,17.2
2007,Developing,56.4,36.0,31,0.19,1.4,57.0,3,Normal,48,46.0,3.8,63.0,2.4,49.457,196727.0,0.364,7.6,17.700000000000003
2014,Developing,58.4,282.0,4,0.01,50.061,87.0,1,Overweight,6,87.0,5.59,87.0,3.4,642.626,1725744.0,0.419,9.2,14.399999999999999
2013,Developing,58.1,279.0,4,0.01,8.201,87.0,0,Overweight,6,87.0,6.14,87.0,4.5,61.566,1681495.0,0.415,9.1,14.8
2012,Developing,57.6,285.0,4,0.01,0.949,87.0,0,Normal,6,87.0,5.96,87.0,5.3,67.752,1638139.0,0.416,9.1,15.2
2011,Developing,57.1,289.0,4,3.57,40.454,86.0,0,Normal,7,85.0,5.46,86.0,5.7,692.7,1596154.0,0.41,9.0,15.5
2010,Developing,56.7,287.0,4,3.21,53.308,83.0,26,Normal,7,82.0,6.7,83.0,5.9,543.957,155588.0,0.405,8.9,15.9
2009,Developing,56.3,288.0,4,2.55,47.13,8.0,0,Normal,7,78.0,6.81,8.0,6.0,544.223,1517448.0,0.401,8.9,16.4
2014,Developing,66.0,217.0,0,7.64,4.141,98.0,0,Obese,1,97.0,5.25,98.0,0.3,43.823,763393.0,0.636,10.3,10.8
2013,Developing,65.9,218.0,0,7.56,345.904,98.0,0,Obese,1,98.0,5.1,98.0,0.3,3944.178,75881.0,0.633,10.3,10.8
2012,Developing,65.8,22.0,0,7.57,497.472,97.0,0,Obese,1,97.0,6.57,97.0,0.3,3785.936,75391.0,0.63,10.6,10.899999999999999
2011,Developing,65.6,229.0,0,7.56,536.233,93.0,0,Obese,1,93.0,6.8,93.0,0.4,3439.598,7491.0,0.624,10.3,10.899999999999999
2010,Developing,65.9,221.0,0,7.52,48.029,95.0,0,Obese,1,95.0,6.6,95.0,0.4,326.281,746556.0,0.618,10.2,10.899999999999999
2009,Developing,66.1,218.0,0,7.49,466.669,98.0,0,Obese,1,97.0,7.32,98.0,0.3,2716.353,745693.0,0.618,10.5,11.0
2008,Developing,66.3,218.0,1,7.32,493.328,93.0,0,Underweight,1,93.0,7.46,93.0,0.8,2576.125,746314.0,0.618,10.7,11.0
2007,Developing,65.7,232.0,1,7.2,362.87,94.0,0,Underweight,1,94.0,6.45,94.0,1.9,2327.583,747869.0,0.62,11.2,11.2
2006,Developing,65.2,24.0,1,7.04,170.633,93.0,0,Obese,1,92.0,4.67,93.0,1.1,1945.64,74961.0,0.622,11.7,11.2
2005,Developing,65.0,238.0,1,7.35,17.464,93.0,0,Obese,1,93.0,5.83,93.0,1.8,198.455,75946.0,0.619,11.4,11.2
2004,Developing,65.1,237.0,1,7.84,1.776,91.0,0,Obese,1,91.0,5.73,91.0,1.9,145.589,751652.0,0.613,11.2,11.399999999999999
2003,Developing,65.3,237.0,1,7.93,16.479,9.0,0,Obese,1,91.0,5.97,9.0,2.1,986.796,751857.0,0.611,11.1,11.399999999999999
2002,Developing,65.3,244.0,1,7.73,10.936,91.0,0,Obese,1,93.0,5.84,91.0,2.3,96.867,751884.0,0.609,11.0,11.600000000000001
2001,Developing,65.4,247.0,1,6.71,15.55,85.0,0,Obese,1,9.0,5.82,85.0,1.7,925.583,752263.0,0.606,10.9,11.600000000000001
2014,Developing,63.1,245.0,14,0.01,5.103,48.0,0,Obese,19,55.0,7.56,48.0,0.5,83.115,1572466.0,0.487,9.1,7.8
2013,Developing,62.7,253.0,14,5.68,4.99,68.0,0,Obese,19,67.0,8.1,68.0,0.5,81.266,1431776.0,0.483,9.1,7.8
2014,Developing,74.5,149.0,3,2.87,345.378,97.0,0,Underweight,4,97.0,8.72,97.0,0.3,2242.712,889216.0,0.618,11.4,4.2
2013,Developing,74.3,15.0,4,3.11,311.755,97.0,0,Obese,4,97.0,9.15,97.0,0.4,2136.774,8657785.0,0.614,11.6,4.300000000000001
2012,Developing,74.1,151.0,4,3.11,363.572,97.0,0,Obese,4,97.0,9.78,97.0,0.4,2178.383,855646.0,0.614,11.6,4.300000000000001
2011,Developing,73.9,153.0,4,3.1,32.164,97.0,0,Obese,5,97.0,8.57,97.0,0.4,212.585,83516.0,0.611,11.7,4.4
2010,Developing,73.6,156.0,4,3.1,302.106,97.0,0,Obese,5,97.0,8.45,97.0,0.4,1932.858,8194778.0,0.606,11.5,4.5
2009,Developing,73.4,157.0,4,3.08,286.121,97.0,0,Obese,5,97.0,8.84,97.0,0.5,1815.489,83521.0,0.603,11.3,4.5
2008,Developing,73.2,159.0,4,3.14,231.911,92.0,0,Obese,5,93.0,8.4,93.0,0.6,1751.596,7872658.0,0.597,11.1,4.6
2007,Developing,73.0,16.0,5,3.16,222.482,93.0,0,Obese,6,94.0,7.89,94.0,0.7,1592.572,777972.0,0.59,10.9,4.699999999999999
2006,Developing,72.8,161.0,5,3.23,192.93,94.0,0,Obese,6,94.0,7.63,95.0,0.8,1437.629,754146.0,0.583,10.8,4.8
2005,Developing,72.5,163.0,5,3.23,203.713,97.0,0,Obese,6,98.0,7.81,98.0,0.9,1311.742,737343.0,0.577,10.6,4.9
2004,Developing,72.2,165.0,5,3.02,188.25,93.0,0,Obese,7,94.0,7.89,94.0,1.2,1217.658,724153.0,0.571,10.4,5.1
2003,Developing,71.9,166.0,6,3.04,194.434,91.0,0,Obese,7,92.0,8.29,92.0,1.4,1157.343,733821.0,0.566,10.3,5.1
2002,Developing,71.6,169.0,6,3.09,154.864,94.0,0,Underweight,7,95.0,7.28,95.0,1.5,1132.872,6863157.0,0.561,10.1,5.300000000000001
2001,Developing,71.3,171.0,6,2.74,15.362,95.0,0,Obese,8,99.0,6.88,96.0,1.6,113.455,669361.0,0.557,9.9,5.4
2000,Developing,71.0,174.0,6,2.61,28.808,93.0,0,Obese,8,88.0,6.63,94.0,1.7,188.783,6524283.0,0.551,9.8,5.5
2014,Developing,68.0,184.0,957,3.07,86.522,79.0,79563,Underweight,1200,84.0,4.69,85.0,0.2,1573.119,1293859294.0,0.607,11.6,54.2
2013,Developing,67.6,187.0,1000,3.11,67.672,7.0,13822,Underweight,1300,82.0,4.53,83.0,0.2,1452.195,127856227.0,0.599,11.5,54.3
2012,Developing,67.3,19.0,1100,3.1,64.97,73.0,18668,Underweight,1400,79.0,4.39,82.0,0.2,1446.985,126365852.0,0.59,11.3,54.5
2011,Developing,66.8,193.0,1100,3.0,64.606,44.0,33634,Underweight,1500,79.0,4.33,82.0,0.2,1461.672,124723629.0,0.58,10.8,54.599999999999994
2010,Developing,66.4,196.0,1200,2.77,57.734,38.0,31458,Underweight,1600,76.0,4.28,79.0,0.2,1345.772,12398691.0,0.569,10.4,54.8
2009,Developing,66.0,2.0,1300,2.5,0.844,37.0,56188,Underweight,1700,73.0,4.38,74.0,0.2,19.318,121427132.0,0.563,10.5,54.8
2008,Developing,65.5,23.0,1300,1.93,43.03,29.0,44258,Underweight,1800,69.0,4.34,7.0,0.3,991.485,119714696.0,0.556,10.2,54.9
2007,Developing,65.2,26.0,1400,1.59,5.235,6.0,41144,Underweight,1900,67.0,4.23,64.0,0.3,118.166,1179681239.0,0.546,9.9,55.1
2006,Developing,64.8,28.0,1500,1.37,34.859,6.0,64185,Underweight,2000,66.0,4.25,65.0,0.3,792.26,1161977719.0,0.536,9.7,55.1
2005,Developing,64.4,211.0,1500,1.27,3.51,8.0,36711,Underweight,2000,65.0,4.28,65.0,0.3,77.819,1144118674.0,0.526,9.4,55.3
2004,Developing,64.0,214.0,1600,1.2,27.338,6.0,55443,Underweight,2100,58.0,4.22,63.0,0.3,621.318,1126135777.0,0.518,9.2,55.4
2014,Developing,68.9,179.0,119,0.09,200.068,78.0,12943,Overweight,142,8.0,2.85,78.0,0.3,3491.596,255131116.0,0.682,12.9,2.5999999999999996
2013,Developing,68.7,181.0,124,0.09,22.848,85.0,8419,Overweight,148,86.0,2.93,85.0,0.3,362.664,25232263.0,0.677,12.9,2.8
2012,Developing,68.5,183.0,129,0.08,254.469,83.0,15489,Normal,154,84.0,2.9,83.0,0.3,3687.954,248883232.0,0.669,12.6,2.9
2011,Developing,68.3,185.0,134,0.08,211.878,81.0,21893,Normal,161,81.0,2.71,81.0,0.3,3634.277,24577511.0,0.662,12.3,3.1
2010,Developing,68.1,187.0,138,0.08,190.545,83.0,18869,Normal,167,82.0,2.74,81.0,0.3,3113.486,242524123.0,0.656,12.1,3.1
2009,Developing,67.9,189.0,143,0.08,125.798,82.0,20818,Normal,174,85.0,2.83,78.0,0.3,2254.446,23934478.0,0.645,11.7,3.3
2008,Developing,67.7,189.0,149,0.07,10.263,82.0,15369,Normal,181,83.0,2.81,77.0,0.2,216.528,236159276.0,0.641,11.7,3.4
2007,Developing,67.5,19.0,154,0.06,102.633,76.0,19456,Underweight,188,77.0,3.1,73.0,0.2,1855.939,232989141.0,0.638,11.0,3.5
2006,Developing,67.3,191.0,159,0.06,72.016,66.0,20422,Normal,194,78.0,2.91,72.0,0.1,1586.254,22983822.0,0.632,10.9,3.6
2005,Developing,67.2,19.0,163,0.06,5.382,65.0,15853,Normal,201,79.0,2.79,72.0,0.1,126.929,22671273.0,0.629,11.1,3.8
2004,Developing,65.3,213.0,174,0.06,55.361,64.0,29171,Underweight,237,79.0,2.37,71.0,0.1,1148.57,223614649.0,0.624,11.0,3.8
2003,Developing,66.9,189.0,173,0.05,8.46,64.0,24457,Underweight,215,8.0,2.53,71.0,0.1,164.594,22545214.0,0.613,10.8,12.9
2002,Developing,66.7,189.0,177,0.05,43.179,63.0,14492,Underweight,222,8.0,2.27,7.0,0.1,899.556,2175859.0,0.608,10.6,22.1
2001,Developing,66.5,188.0,182,0.06,33.958,62.0,3825,Underweight,229,77.0,2.23,76.0,0.1,747.982,2145652.0,0.604,10.6,22.1
2000,Developing,66.3,188.0,187,0.06,3.433,65.0,3344,Underweight,237,72.0,1.98,75.0,0.1,78.927,21154429.0,0.597,10.7,22.2
2014,Developing,67.9,199.0,32,0.01,43.524,62.0,1317,Obese,39,67.0,5.54,64.0,0.1,673.747,3568.0,0.658,10.1,10.399999999999999
2013,Developing,69.5,17.0,32,0.01,447.37,66.0,669,Obese,39,7.0,5.92,68.0,0.1,6925.224,33883145.0,0.659,10.3,10.399999999999999
2012,Developing,76.0,147.0,32,0.01,429.663,61.0,15,Obese,39,7.0,5.26,69.0,0.1,6651.122,32776571.0,0.656,10.5,10.399999999999999
2011,Developing,77.0,144.0,32,0.17,285.12,77.0,15,Obese,39,8.0,3.32,79.0,0.1,5854.614,3172753.0,0.649,10.4,10.399999999999999
2010,Developing,76.0,145.0,32,0.19,21.823,72.0,492,Obese,39,74.0,3.82,74.0,0.1,452.749,376271.0,0.646,10.4,10.399999999999999
2009,Developing,74.0,148.0,32,0.2,185.637,75.0,30328,Obese,39,78.0,4.65,78.0,0.1,3735.145,29894652.0,0.643,10.3,10.5
2008,Developing,69.3,167.0,32,0.17,192.156,66.0,5494,Obese,38,71.0,3.93,69.0,0.1,4521.325,29111417.0,0.638,10.3,10.5
2007,Developing,65.9,227.0,31,0.14,146.761,56.0,230,Obese,38,74.0,3.69,57.0,0.1,3129.225,2839433.0,0.636,10.2,10.5
2006,Developing,64.7,249.0,31,0.03,75.258,59.0,474,Obese,38,63.0,3.0,59.0,0.1,2351.812,27697912.0,0.631,10.2,10.5
2005,Developing,66.8,29.0,31,0.18,59.188,65.0,908,Obese,37,69.0,4.13,65.0,0.1,1849.639,278426.0,0.628,10.1,10.600000000000001
2004,Developing,67.2,21.0,30,0.32,44.121,62.0,9081,Obese,37,69.0,5.61,74.0,0.1,1391.817,2631669.0,0.603,9.8,10.600000000000001
2014,Developed,81.2,66.0,0,10.75,746.367,95.0,33,Obese,0,96.0,7.78,96.0,0.1,5553.326,4617225.0,0.91,18.6,0.5
2013,Developed,81.0,67.0,0,10.49,703.553,95.0,51,Obese,0,96.0,8.1,96.0,0.1,5234.767,4598294.0,0.902,18.6,0.5
2012,Developed,85.0,69.0,0,11.49,6616.695,95.0,107,Underweight,0,95.0,8.32,95.0,0.1,49231.363,4586897.0,0.895,18.5,0.5
2011,Developed,84.0,7.0,0,11.72,6386.954,95.0,285,Obese,0,95.0,8.15,95.0,0.1,52567.526,4576794.0,0.909,18.5,0.5
2010,Developed,86.0,68.0,0,11.88,4509.235,46.0,443,Obese,0,94.0,8.76,94.0,0.1,48538.588,456155.0,0.907,18.2,0.5
2014,Developing,82.2,6.0,1,2.62,4348.335,97.0,6,Obese,1,95.0,7.81,95.0,0.1,37582.846,82157.0,0.895,16.0,2.3
2013,Developing,82.1,61.0,1,2.69,4279.896,97.0,50,Obese,1,96.0,7.89,96.0,0.1,36393.669,8595.0,0.891,15.9,2.3
2012,Developing,81.8,6.0,1,2.78,3830.185,97.0,211,Obese,1,94.0,7.73,94.0,0.1,32569.597,7915.0,0.889,15.9,2.3
2011,Developing,81.8,61.0,1,2.67,3793.162,98.0,70,Obese,1,94.0,7.39,94.0,0.1,33657.157,77658.0,0.883,15.8,2.3
2010,Developing,81.7,61.0,1,2.63,409.411,97.0,23,Obese,1,95.0,7.36,95.0,0.1,3661.994,76236.0,0.878,15.7,2.3
2009,Developing,81.5,63.0,1,2.55,508.665,98.0,5,Obese,1,96.0,7.46,96.0,0.1,27795.877,74856.0,0.876,15.6,2.3
2008,Developing,81.0,65.0,1,2.47,471.553,99.0,931,Obese,1,94.0,7.33,94.0,0.1,29657.442,7388.0,0.877,15.8,2.2
2007,Developing,84.0,68.0,1,2.33,4.345,99.0,539,Obese,1,95.0,7.37,95.0,0.1,258.637,7181.0,0.872,15.7,2.2
2006,Developing,84.0,68.0,1,2.23,33.586,96.0,9,Obese,1,94.0,7.38,95.0,0.1,2195.177,7537.0,0.87,15.7,2.2
2005,Developing,80.0,71.0,1,2.41,250.934,96.0,2,Underweight,1,95.0,7.44,93.0,0.1,2611.179,6931.0,0.866,15.8,2.2
2004,Developing,81.0,69.0,1,2.23,1895.343,99.0,116,Underweight,1,95.0,7.35,95.0,0.1,19888.172,689.0,0.863,15.9,2.2
2003,Developing,79.7,71.0,1,2.32,1731.756,98.0,124,Obese,1,93.0,7.44,93.0,0.1,18946.999,66897.0,0.863,16.0,2.2
2002,Developing,79.3,74.0,1,2.47,1701.196,98.0,2,Obese,1,91.0,7.49,9.0,0.1,18431.157,657.0,0.855,15.3,2.2
2001,Developing,79.3,74.0,1,2.53,22.273,96.0,19,Obese,1,93.0,7.61,92.0,0.1,236.196,6439.0,0.85,15.1,2.2
2000,Developing,78.9,76.0,1,2.53,199.934,98.0,36,Obese,1,93.0,7.13,93.0,0.1,2152.143,6289.0,0.845,15.2,2.2
2014,Developed,82.5,57.0,2,7.56,4831.645,95.0,0,Obese,2,95.0,9.25,95.0,0.1,35396.665,678914.0,0.877,16.3,1.2
2013,Developed,82.3,58.0,2,7.35,483.192,96.0,0,Obese,2,96.0,9.22,96.0,0.1,3537.274,6233948.0,0.876,16.5,1.1
2012,Developed,82.0,6.0,2,7.49,4793.905,96.0,376,Obese,2,96.0,9.28,97.0,0.1,34814.124,59539717.0,0.877,16.6,1.1
2011,Developed,82.0,6.0,2,6.98,5439.692,96.0,5189,Obese,2,96.0,9.27,96.0,0.1,38334.685,59379449.0,0.872,16.4,1.0
2010,Developed,81.8,6.0,2,6.95,5219.669,96.0,372,Obese,2,96.0,9.42,96.0,0.1,35849.374,59277417.0,0.869,16.4,1.0
2009,Developed,81.6,61.0,2,7.25,5243.317,96.0,351,Underweight,2,96.0,9.41,96.0,0.1,36976.845,5995365.0,0.868,16.3,1.0
2008,Developed,81.5,61.0,2,7.96,66.378,96.0,1617,Obese,2,96.0,8.89,96.0,0.1,464.185,58826731.0,0.866,16.3,1.0
2007,Developed,81.3,63.0,2,8.37,5228.822,97.0,321,Obese,2,97.0,8.48,97.0,0.1,37698.786,5843831.0,0.862,16.1,1.0
2006,Developed,81.2,65.0,2,8.44,473.192,96.0,439,Obese,2,97.0,8.82,96.0,0.1,3341.748,58143979.0,0.856,16.0,1.0
2005,Developed,88.0,66.0,2,8.65,4506.256,96.0,135,Obese,2,97.0,8.71,95.0,0.1,31959.262,57969484.0,0.851,15.8,1.0
2004,Developed,89.0,66.0,2,8.98,4270.915,96.0,599,Obese,3,97.0,8.49,94.0,0.1,31174.561,57685327.0,0.846,15.6,1.0
2003,Developed,79.9,72.0,2,9.3,3519.259,95.0,10982,Obese,3,97.0,8.17,96.0,0.1,27387.226,5731323.0,0.841,15.4,1.0
2002,Developed,80.0,72.0,2,9.25,2883.335,95.0,9385,Obese,3,96.0,8.23,93.0,0.1,22196.574,57597.0,0.836,15.2,1.0
2001,Developed,79.8,75.0,2,9.69,3.122,95.0,0,Obese,3,96.0,8.11,93.0,0.1,24.819,569741.0,0.828,14.9,1.0
2000,Developed,79.4,77.0,3,9.78,31.506,94.0,1457,Obese,3,97.0,7.91,87.0,0.1,251.243,5694218.0,0.823,14.8,1.0
2014,Developing,75.8,133.0,1,3.83,427.305,92.0,0,Obese,1,93.0,5.36,92.0,0.5,4855.744,286287.0,0.727,12.8,3.5
2013,Developing,75.6,136.0,1,3.79,5.457,93.0,0,Obese,1,86.0,5.91,93.0,0.6,56.145,285187.0,0.727,12.8,3.5
2012,Developing,75.3,138.0,1,3.65,37.171,96.0,0,Obese,1,96.0,5.66,96.0,0.5,521.334,284992.0,0.725,12.8,3.5
2011,Developing,75.2,139.0,1,3.58,33.175,92.0,1,Obese,1,93.0,5.21,92.0,0.6,513.549,2829493.0,0.722,12.8,3.5
2010,Developing,75.0,138.0,1,3.55,396.627,94.0,0,Underweight,1,94.0,5.3,94.0,0.5,4682.728,281721.0,0.721,12.7,3.5
2009,Developing,74.7,142.0,1,3.33,235.707,9.0,0,Obese,1,9.0,5.16,9.0,0.6,4293.383,28482.0,0.721,12.7,3.5999999999999996
2008,Developing,74.5,145.0,1,3.51,31.766,92.0,2,Obese,1,91.0,5.4,91.0,0.4,492.492,279122.0,0.718,12.6,3.5999999999999996
2007,Developing,74.2,148.0,1,3.64,25.623,92.0,0,Obese,1,94.0,4.87,92.0,0.9,462.518,2775467.0,0.714,12.5,3.5999999999999996
2006,Developing,74.0,15.0,1,3.63,194.093,97.0,0,Obese,1,99.0,4.22,95.0,1.5,4313.168,276279.0,0.709,12.5,3.5999999999999996
2005,Developing,73.5,161.0,1,3.59,16.975,99.0,0,Obese,1,99.0,4.7,99.0,1.9,482.248,2744673.0,0.706,12.4,3.5999999999999996
2004,Developing,73.3,165.0,1,3.67,192.323,98.0,0,Obese,1,97.0,4.8,98.0,2.3,3719.974,2728777.0,0.689,11.1,3.7
2003,Developing,73.1,166.0,1,3.48,155.588,36.0,0,Obese,1,99.0,4.56,96.0,2.3,3465.222,2712511.0,0.694,11.9,3.7
2014,Developing,74.0,113.0,4,0.41,63.878,98.0,20,Obese,4,98.0,7.45,98.0,0.1,466.948,88936.0,0.737,13.1,7.8
2013,Developing,73.9,114.0,4,0.4,546.624,98.0,120,Obese,4,98.0,7.23,98.0,0.1,3992.867,8413464.0,0.737,13.1,7.8
2012,Developing,73.7,115.0,4,0.41,67.702,98.0,3,Obese,4,98.0,8.0,98.0,0.1,387.753,7992573.0,0.735,12.9,7.8
2011,Developing,73.6,116.0,4,0.43,68.866,98.0,0,Obese,4,98.0,8.39,98.0,0.1,387.324,7574943.0,0.737,13.1,7.699999999999999
2010,Developing,73.4,117.0,4,0.51,715.971,98.0,0,Obese,4,98.0,8.42,98.0,0.1,3679.193,718239.0,0.739,13.2,7.6
2009,Developing,73.3,118.0,4,0.59,668.745,98.0,0,Underweight,4,98.0,9.54,98.0,0.1,3492.14,6821116.0,0.742,13.6,7.6
2008,Developing,73.1,119.0,4,0.61,535.279,97.0,2,Underweight,4,98.0,8.78,97.0,0.1,3385.697,6489822.0,0.739,13.6,7.6
2007,Developing,73.0,12.0,4,0.6,373.263,98.0,41,Obese,4,98.0,8.35,98.0,0.1,2762.864,6193191.0,0.736,13.6,7.6
2006,Developing,72.8,121.0,4,0.59,313.363,98.0,1,Obese,4,98.0,8.8,98.0,0.1,2537.349,5934232.0,0.733,13.7,7.699999999999999
2005,Developing,72.4,127.0,4,0.55,27.443,95.0,28,Obese,4,95.0,8.88,95.0,0.1,223.838,5714111.0,0.73,13.8,7.699999999999999
2004,Developing,72.5,125.0,4,0.54,32.525,95.0,21,Obese,4,95.0,9.5,95.0,0.1,261.457,5535595.0,0.723,13.5,7.699999999999999
2003,Developing,72.3,127.0,4,0.54,228.784,97.0,76,Obese,4,97.0,9.15,97.0,0.1,1889.214,5396774.0,0.717,13.2,7.8
2002,Developing,72.1,129.0,4,0.54,259.157,95.0,19,Obese,4,95.0,9.68,95.0,0.1,1812.288,5287488.0,0.712,13.0,7.8
2001,Developing,71.9,131.0,4,0.55,248.697,97.0,61,Obese,4,97.0,9.9,99.0,0.1,1728.266,5193482.0,0.706,12.7,7.9
2000,Developing,71.7,133.0,4,0.49,227.297,93.0,32,Obese,4,94.0,9.65,91.0,0.1,1657.889,51313.0,0.7,12.6,8.0
2014,Developing,69.9,22.0,5,6.29,24.445,95.0,321,Obese,5,95.0,4.36,95.0,0.1,1286.565,17289224.0,0.789,15.0,4.9
2013,Developing,69.5,28.0,5,6.48,26.407,99.0,73,Obese,6,98.0,4.3,98.0,0.1,1389.856,1735275.0,0.782,15.0,4.9
2012,Developing,69.1,214.0,6,6.82,235.357,95.0,55,Underweight,7,98.0,4.32,99.0,0.1,12387.19,16791425.0,0.774,14.7,4.9
2011,Developing,68.5,224.0,7,6.63,179.17,99.0,127,Obese,7,99.0,4.6,99.0,0.1,11634.424,165566.0,0.766,14.4,4.8
2010,Developing,67.8,236.0,7,6.83,11.152,99.0,4,Obese,8,98.0,4.42,99.0,0.1,97.65,16321581.0,0.763,14.5,4.8
2009,Developing,67.8,235.0,7,6.64,808.243,99.0,0,Obese,8,99.0,4.13,98.0,0.1,7165.278,169271.0,0.758,14.6,4.8
